net,length_um
_1135_,9.48
_1786_,9.48
_2525_,9.48
_0872_,9.46
_2014_,9.46
_0268_,9.44
_0396_,9.44
_1430_,9.44
_2624_,9.44
_2744_,9.44
_2996_,9.44
_3700_,9.44
_3839_,9.44
_0180_,9.42
_0406_,9.42
_1349_,9.42
_2721_,9.42
_3045_,9.42
_3243_,9.42
_2440_,9.4
_2786_,9.4
_3675_,9.4
_3808_,9.4
_0142_,9.375
_1907_,9.36
_2768_,9.36
_2968_,9.36
_1299_,9.34
_1561_,9.34
_1387_,9.32
_1711_,9.32
_2111_,9.32
_2306_,9.32
_0536_,9.3
_0767_,9.3
_3702_,9.3
_1406_,9.28
_2332_,9.28
_2466_,9.28
_2888_,9.28
_3025_,9.28
_3739_,9.28
_0868_,9.27
_0203_,9.26
_2796_,9.24
_2913_,9.24
_2756_,9.22
_3677_,9.22
_0794_,9.21
_0638_,9.2
_3398_,9.2
A[7],9.18
B[3],9.18
_0107_,9.18
_0280_,9.18
_2162_,9.18
_0161_,9.16
_0206_,9.16
_0427_,9.16
_0578_,9.16
_1124_,9.16
_1758_,9.16
_2921_,9.16
_3091_,9.16
_0471_,9.145
_0887_,9.14
_2114_,9.13
_1090_,9.12
_2334_,9.12
_0098_,9.08
_2109_,9.08
_2199_,9.08
_2314_,9.08
_2362_,9.08
_3232_,9.08
_2652_,9.07
_0606_,9.06
_1603_,9.05
_3026_,9.05
_0313_,9.04
_0782_,9.04
_0893_,9.04
_1794_,9.04
_2208_,9.04
_2447_,9.04
_2210_,9.035
_1498_,9.02
_1875_,9.02
_1899_,9.02
_2068_,9.02
_2953_,9.02
_3804_,9.005
_1134_,9
_0196_,8.995
_0920_,8.99
_2613_,8.98
_2695_,8.98
net109,8.98
_0420_,8.96
_0598_,8.96
_1398_,8.96
_1586_,8.96
_1627_,8.96
_2038_,8.96
_2066_,8.96
_2324_,8.96
_1055_,8.94
_2190_,8.94
_0815_,8.92
_1739_,8.92
_1775_,8.92
_2073_,8.92
_2325_,8.92
_0612_,8.9
_1407_,8.9
_1755_,8.9
_1951_,8.9
_2016_,8.9
_2825_,8.9
_0158_,8.88
_0775_,8.86
_3534_,8.86
_3577_,8.86
A[13],8.84
A[18],8.84
A[5],8.84
A[8],8.84
B[0],8.84
B[1],8.84
B[4],8.84
B[7],8.84
_2611_,8.84
_0917_,8.82
_1108_,8.82
_1538_,8.82
_1687_,8.82
_1713_,8.82
_1724_,8.82
_2189_,8.8
_2895_,8.8
_0926_,8.78
_2863_,8.78
_2099_,8.76
_2752_,8.76
_2954_,8.74
A[14],8.72
A[16],8.72
A[19],8.72
A[20],8.72
A[3],8.72
A[6],8.72
A[9],8.72
B[15],8.72
B[17],8.72
B[9],8.72
_0558_,8.72
_0783_,8.7
_0895_,8.7
_1159_,8.7
_1579_,8.7
_1857_,8.7
_2229_,8.7
_2348_,8.7
_2443_,8.7
_2623_,8.7
_2979_,8.7
_3816_,8.7
_2775_,8.68
_2999_,8.68
_0591_,8.67
_1141_,8.66
_1759_,8.66
_3535_,8.66
_2487_,8.645
_0787_,8.64
_0899_,8.64
_0388_,8.62
_0426_,8.62
_2903_,8.62
_2688_,8.615
_0096_,8.58
_0994_,8.58
_1657_,8.58
_2340_,8.58
_2420_,8.58
_2482_,8.58
_0262_,8.56
_1012_,8.56
_0456_,8.54
_0193_,8.52
_0221_,8.52
_2236_,8.52
_2581_,8.52
_2718_,8.52
_3132_,8.52
_1939_,8.5
_3169_,8.5
_0646_,8.48
_0708_,8.48
_0832_,8.48
B[25],8.47
_2645_,8.46
_2941_,8.46
_3030_,8.46
net103,8.46
_0031_,8.44
_1116_,8.44
_1549_,8.44
_2763_,8.44
_0290_,8.42
_1298_,8.42
_0993_,8.4
_1251_,8.4
_1810_,8.4
_3165_,8.4
_3583_,8.4
_1459_,8.38
_2004_,8.38
_3031_,8.38
_3090_,8.38
_0032_,8.36
_0906_,8.36
_1236_,8.36
_1239_,8.36
_2062_,8.36
_2202_,8.36
_2926_,8.36
_0062_,8.32
_1203_,8.32
_1684_,8.32
_1936_,8.32
_2074_,8.32
_1414_,8.28
A[21],8.26
_2222_,8.26
_2842_,8.26
_3093_,8.26
_1258_,8.24
_1751_,8.24
_2614_,8.24
_2838_,8.24
_3015_,8.24
_3116_,8.24
_3694_,8.24
_3079_,8.22
_0207_,8.2
_0333_,8.2
_1966_,8.2
_3635_,8.2
_2139_,8.18
_3197_,8.16
net121,8.145
_1122_,8.14
_1180_,8.14
_2779_,8.14
_1257_,8.12
_1768_,8.12
_0321_,8.1
_1491_,8.1
_1747_,8.1
_1890_,8.1
_1940_,8.1
_3715_,8.1
_1008_,8.09
_1534_,8.08
_1004_,8.06
_2473_,8.06
_0584_,8.04
_1416_,8.04
_1557_,8.04
_2577_,8.04
net108,8.04
_0672_,8.02
_1358_,8.02
_2026_,8.02
_2318_,8.02
A[0],8.01
_1163_,8
_1283_,8
_1461_,8
_0208_,7.98
_1167_,7.98
_1529_,7.98
_1731_,7.98
_2591_,7.98
_3203_,7.98
_3430_,7.98
_3719_,7.98
_0764_,7.975
_2522_,7.96
_1238_,7.955
_1841_,7.94
_2760_,7.94
_3016_,7.94
_3486_,7.94
_3609_,7.94
A[12],7.92
_0133_,7.92
_0176_,7.92
_2962_,7.92
_2925_,7.91
_0642_,7.9
_1439_,7.9
_1860_,7.9
_1882_,7.9
_2689_,7.9
_2406_,7.88
_3257_,7.88
_3619_,7.88
_1179_,7.87
_2017_,7.86
_2170_,7.86
_2175_,7.86
_2534_,7.86
_2601_,7.86
_3115_,7.84
_0757_,7.82
_2153_,7.82
_3410_,7.82
_1870_,7.815
_0830_,7.8
_2674_,7.8
_0371_,7.78
_0861_,7.78
_1680_,7.78
_1777_,7.78
_1914_,7.78
_2176_,7.78
_2194_,7.78
_2217_,7.78
_2520_,7.78
_2573_,7.78
_2621_,7.78
_0728_,7.76
_2603_,7.76
_3060_,7.76
_0656_,7.74
_1781_,7.74
_2107_,7.74
_2716_,7.74
_0302_,7.7
_1385_,7.7
_2101_,7.7
_2508_,7.7
_0230_,7.68
_0871_,7.66
_1118_,7.66
_1743_,7.66
_3645_,7.66
_3823_,7.66
_0310_,7.64
_0381_,7.64
_1000_,7.64
_1006_,7.64
_1281_,7.64
_1392_,7.64
_1552_,7.64
_2221_,7.64
_2256_,7.64
_2296_,7.64
_2435_,7.64
_3686_,7.64
_0990_,7.62
_3762_,7.62
_1316_,7.61
_0277_,7.6
_0714_,7.6
_2541_,7.6
_2866_,7.6
_3136_,7.6
_3193_,7.6
_0992_,7.58
_2356_,7.58
_2421_,7.58
_2500_,7.58
_2543_,7.58
_2883_,7.57
_1318_,7.56
_1801_,7.56
_2719_,7.56
_2901_,7.56
_0902_,7.54
_2249_,7.54
_3770_,7.54
_0064_,7.52
_0362_,7.52
_0675_,7.52
_0835_,7.52
_0863_,7.52
_1536_,7.52
_3544_,7.52
_2021_,7.5
_2819_,7.5
_0330_,7.48
_0227_,7.46
_1399_,7.46
_1992_,7.46
_0147_,7.44
_0531_,7.44
_1596_,7.44
_1780_,7.44
_2193_,7.44
_2743_,7.44
_2935_,7.44
_1462_,7.43
_3691_,7.42
_1295_,7.4
_1613_,7.4
_2516_,7.38
_2783_,7.38
result[23],7.37
_3008_,7.34
_0513_,7.32
_0882_,7.32
_1028_,7.32
_1164_,7.32
_1494_,7.32
_1546_,7.32
_2246_,7.32
_2569_,7.32
_1139_,7.28
_1575_,7.28
_2563_,7.28
_2776_,7.28
_3276_,7.28
_3051_,7.26
_0304_,7.24
_1440_,7.24
B[23],7.23
_1036_,7.225
_2237_,7.22
_0231_,7.2
_0662_,7.2
_1025_,7.2
_1168_,7.2
_1647_,7.2
_2224_,7.2
_2239_,7.2
_2407_,7.2
_2547_,7.2
_3005_,7.2
_3089_,7.2
_3604_,7.2
_2144_,7.195
_0834_,7.18
_1269_,7.18
_1338_,7.18
_3227_,7.18
_3244_,7.18
_3530_,7.18
_0287_,7.16
_3023_,7.16
_0325_,7.14
_0526_,7.12
_0763_,7.12
_1002_,7.12
_1301_,7.12
_1937_,7.12
_2277_,7.12
_2411_,7.12
_2590_,7.12
_2795_,7.12
_3464_,7.12
result[7],7.11
_1605_,7.1
_2054_,7.1
_2338_,7.1
_1809_,7.095
_2033_,7.08
_2182_,7.08
_2937_,7.08
_0575_,7.06
_1521_,7.06
_1910_,7.06
_3841_,7.06
_0847_,7.04
_3111_,7.04
_0306_,7
_2697_,7
_0421_,6.98
_0909_,6.98
_1312_,6.98
_2586_,6.98
net139,6.98
_0157_,6.94
_1635_,6.94
_1725_,6.94
_2639_,6.94
_2988_,6.94
_3337_,6.94
_3826_,6.94
net130,6.94
_0631_,6.92
_2759_,6.92
B[26],6.91
_1302_,6.9
_2368_,6.88
_3684_,6.88
_0053_,6.86
_0524_,6.86
_0793_,6.86
_1045_,6.86
_1313_,6.86
_2172_,6.86
_1642_,6.84
_2141_,6.82
_2844_,6.82
_2166_,6.8
_2970_,6.79
_0500_,6.78
_2034_,6.78
_2792_,6.78
_3039_,6.78
_3218_,6.78
_3224_,6.78
_2587_,6.76
_0669_,6.74
_0670_,6.74
_0963_,6.74
_1030_,6.74
_1738_,6.74
_2230_,6.74
_2250_,6.74
_3811_,6.74
_0252_,6.72
_0776_,6.72
_1363_,6.72
_1530_,6.72
_2013_,6.72
_2567_,6.72
_3824_,6.72
_1756_,6.7
_2755_,6.69
_2537_,6.645
_1049_,6.64
_1441_,6.64
_2766_,6.64
_2861_,6.64
_3513_,6.64
_0319_,6.62
_0858_,6.62
_2174_,6.62
_3047_,6.62
_0109_,6.6
_0283_,6.6
_0377_,6.6
_1014_,6.6
_1114_,6.6
_2037_,6.6
_2305_,6.6
_3006_,6.6
_3792_,6.6
_2145_,6.58
_1472_,6.54
_0139_,6.52
_0182_,6.52
_0573_,6.52
_1248_,6.52
_1604_,6.52
_3399_,6.52
_0057_,6.48
_1125_,6.48
_3083_,6.48
_3636_,6.48
_1974_,6.46
_2852_,6.46
_0175_,6.44
_2218_,6.44
result[8],6.43
_0422_,6.42
_1866_,6.42
_2808_,6.42
_0770_,6.4
_1322_,6.4
_2391_,6.4
_2893_,6.4
_2641_,6.38
_3498_,6.38
_0408_,6.36
_0870_,6.36
_3027_,6.36
_3819_,6.36
_0232_,6.32
_1386_,6.32
_1677_,6.32
_1856_,6.32
_3118_,6.32
_0950_,6.3
_1703_,6.3
_1918_,6.3
_2971_,6.3
_3564_,6.3
_0886_,6.28
_1128_,6.28
_1278_,6.28
_1436_,6.28
_1504_,6.28
net150,6.28
_0632_,6.26
_0741_,6.26
_1463_,6.26
_2326_,6.26
_3657_,6.26
_1565_,6.24
_1397_,6.2
_2445_,6.2
_3192_,6.2
_1427_,6.18
_2209_,6.18
_2402_,6.18
_1595_,6.175
_0932_,6.16
_1456_,6.16
_1825_,6.16
_0047_,6.14
_0652_,6.14
_0865_,6.14
_0970_,6.14
_1110_,6.14
_1292_,6.14
_2498_,6.14
_3080_,6.14
_3098_,6.14
_3477_,6.14
_1681_,6.12
A[4],6.09
B[19],6.09
_1132_,6.08
_0533_,6.06
_1170_,6.06
_1573_,6.06
_1849_,6.06
_1946_,6.06
_2945_,6.06
_3788_,6.06
_3840_,6.06
_0140_,6.04
_1925_,6.02
B[20],5.97
_0666_,5.96
_2390_,5.96
_3070_,5.96
_3369_,5.96
_0058_,5.94
_0709_,5.94
_2100_,5.94
_2231_,5.94
_2377_,5.94
_2398_,5.94
_2503_,5.94
_2698_,5.94
_2739_,5.94
_3000_,5.94
_3020_,5.94
_0343_,5.92
B[22],5.87
_1550_,5.86
_1922_,5.86
_2003_,5.86
_3002_,5.86
_3187_,5.86
_3831_,5.86
net127,5.86
_1007_,5.855
_3240_,5.84
_1511_,5.83
_0869_,5.82
_1433_,5.82
_2207_,5.82
_3560_,5.82
_0224_,5.8
_0261_,5.8
_0891_,5.8
_2171_,5.8
_2195_,5.8
_3135_,5.8
_3222_,5.8
_3237_,5.8
_3341_,5.8
_3813_,5.8
net135,5.8
A[25],5.75
result[11],5.75
result[14],5.75
result[3],5.75
result[5],5.75
_0127_,5.74
_0184_,5.74
_0431_,5.74
_0515_,5.74
_1016_,5.74
_2075_,5.74
_2527_,5.74
_2544_,5.74
_2545_,5.74
_2741_,5.74
_2801_,5.74
_3048_,5.74
_3495_,5.74
_3703_,5.74
_0009_,5.72
_0449_,5.72
_0592_,5.72
_0949_,5.72
_1043_,5.72
_3009_,5.72
_3584_,5.72
_0539_,5.68
_3159_,5.68
_3523_,5.68
A[2],5.63
_3626_,5.63
_0187_,5.62
_2930_,5.61
_0884_,5.6
_1644_,5.6
_1699_,5.6
_1865_,5.6
_1955_,5.6
_2546_,5.6
_2931_,5.6
_2952_,5.6
_3782_,5.6
_3685_,5.59
_0301_,5.585
_2862_,5.58
_2352_,5.56
_0297_,5.555
_3630_,5.53
_1404_,5.52
_2885_,5.52
_1037_,5.51
_2020_,5.5
_3301_,5.5
_1663_,5.48
_2629_,5.48
_2664_,5.48
_3467_,5.48
_3625_,5.48
result[1],5.41
_0894_,5.4
_0928_,5.4
_1662_,5.4
_2232_,5.4
_2403_,5.4
_2974_,5.4
_3001_,5.4
_3172_,5.4
_3204_,5.4
_3511_,5.4
_3608_,5.4
_1712_,5.38
_2253_,5.38
_3481_,5.38
net119,5.38
_0136_,5.36
_2519_,5.36
_2989_,5.36
_0056_,5.34
_0363_,5.34
_2415_,5.34
_2892_,5.34
_3383_,5.34
_3680_,5.34
_3773_,5.34
_1653_,5.3
_0219_,5.28
_0379_,5.28
_2540_,5.28
_2663_,5.28
_2745_,5.28
_3038_,5.28
_0234_,5.26
_0734_,5.26
_0735_,5.26
_0755_,5.26
_1517_,5.26
_2294_,5.26
_2313_,5.26
_2354_,5.26
_2924_,5.26
_3418_,5.26
_3799_,5.26
_0342_,5.24
_0777_,5.24
_2319_,5.24
_2761_,5.24
_2959_,5.24
_3733_,5.24
_3624_,5.22
_3744_,5.22
_1240_,5.18
_2048_,5.16
_2484_,5.16
_3286_,5.16
_0119_,5.14
_2428_,5.14
_3387_,5.14
A[23],5.07
B[18],5.07
result[10],5.07
result[13],5.07
result[17],5.07
result[2],5.07
result[4],5.07
result[6],5.07
result[9],5.07
_2450_,5.06
_2938_,5.06
_0008_,5.04
_0727_,5.04
_0829_,5.04
_1997_,5.04
_3120_,5.04
_3295_,5.03
_0454_,5.02
_0836_,5.02
_1148_,5.02
_2724_,5.02
_2821_,5.02
_2957_,5.02
_3061_,5.02
_3167_,5.02
_3695_,5.02
_0712_,4.94
_1099_,4.94
_1143_,4.94
_2251_,4.94
_2767_,4.94
_2920_,4.94
_3202_,4.94
_3206_,4.94
_3722_,4.94
_0146_,4.92
_0509_,4.92
_0616_,4.92
_2860_,4.92
_3126_,4.92
_3757_,4.92
_0334_,4.9
_0756_,4.9
_0890_,4.9
_1769_,4.9
_1902_,4.9
_2200_,4.9
_3444_,4.9
_3497_,4.9
_1145_,4.88
_2684_,4.88
_3146_,4.88
_3176_,4.88
_3421_,4.88
_3543_,4.88
net134,4.88
A[22],4.85
result[27],4.85
result[28],4.85
_1171_,4.82
_1954_,4.82
_2283_,4.82
_3099_,4.82
_3147_,4.82
_3769_,4.82
_0409_,4.8
_0418_,4.8
_0602_,4.8
_1165_,4.8
_1660_,4.8
_1803_,4.8
_2526_,4.8
_2549_,4.8
_2882_,4.8
_2943_,4.8
_3282_,4.8
_3496_,4.8
_1438_,4.78
_0063_,4.76
_0496_,4.76
A[24],4.73
_1984_,4.705
_0205_,4.7
_1079_,4.7
_0446_,4.68
_1390_,4.68
_2268_,4.68
_3078_,4.68
_3631_,4.66
_0722_,4.6
_0991_,4.6
_2409_,4.58
_2578_,4.58
_2904_,4.58
_1551_,4.56
_1926_,4.56
_2717_,4.56
_3007_,4.56
_1232_,4.54
_1666_,4.54
_1904_,4.54
_2835_,4.54
_2599_,4.51
_0006_,4.48
_0318_,4.48
_0754_,4.48
_1434_,4.48
_2102_,4.48
_3615_,4.48
_0100_,4.46
_2177_,4.46
_2188_,4.46
_2499_,4.46
_2690_,4.46
_2896_,4.46
_3480_,4.46
net113,4.46
net125,4.46
_0046_,4.44
_0229_,4.44
_2027_,4.44
_0022_,4.42
_0888_,4.42
_1149_,4.42
_2782_,4.42
_3056_,4.42
_3158_,4.42
B[21],4.39
B[24],4.39
result[0],4.39
result[12],4.39
result[15],4.39
result[16],4.39
_1700_,4.36
_2483_,4.36
_0238_,4.34
_0530_,4.34
_0995_,4.34
_1015_,4.34
_1300_,4.34
_1351_,4.34
_1499_,4.34
_1673_,4.34
_2010_,4.34
_2890_,4.34
_2939_,4.34
_3150_,4.34
_3347_,4.34
_3510_,4.34
_2510_,4.33
_2115_,4.24
_1266_,4.22
_1685_,4.22
_2281_,4.22
_2990_,4.22
_3114_,4.15
_0185_,4.14
_1813_,4.14
_3183_,4.14
_3291_,4.14
_3687_,4.14
_2985_,4.1
_2376_,4.04
_0968_,4.025
_0391_,4.02
_0613_,4.02
_1855_,4.02
_2512_,4.02
_2620_,4.02
_3570_,4.02
_3655_,4.02
_0190_,4
_0345_,4
_0520_,4
_0958_,4
_1084_,4
_1368_,4
_2646_,4
_2811_,4
_3094_,4
_3246_,4
_3532_,4
_3552_,4
_3605_,4
_2822_,3.9
_2853_,3.9
_3024_,3.9
_3164_,3.9
_3738_,3.9
_0131_,3.88
_0225_,3.88
_0337_,3.88
_1669_,3.88
_1820_,3.88
_1851_,3.88
_2740_,3.88
_2870_,3.88
_3735_,3.88
_3712_,3.84
_3765_,3.78
_1896_,3.76
_3266_,3.74
_3478_,3.74
_0398_,3.68
_2773_,3.68
_3716_,3.68
_0200_,3.645
_3812_,3.64
net126,3.64
net137,3.64
_3555_,3.565
_0540_,3.56
_1346_,3.56
_1515_,3.56
_2262_,3.56
_2656_,3.56
_3145_,3.56
_3806_,3.56
_0042_,3.54
_0314_,3.54
_0924_,3.54
_0954_,3.54
_1032_,3.54
_1109_,3.54
_1344_,3.54
_1689_,3.54
_1694_,3.54
_1749_,3.54
_2493_,3.54
_2502_,3.54
_2665_,3.54
_2805_,3.54
_3092_,3.54
_3278_,3.54
_3616_,3.54
net114,3.54
_0024_,3.52
_3649_,3.52
_0089_,3.44
_0960_,3.44
_1819_,3.44
_2676_,3.44
_3113_,3.44
_3247_,3.44
net128,3.44
_0132_,3.42
_0204_,3.42
_0736_,3.42
_0825_,3.42
_0873_,3.42
_1220_,3.42
_1340_,3.42
_1375_,3.42
_1574_,3.42
_1840_,3.42
_1935_,3.42
_2830_,3.42
_2973_,3.42
_3012_,3.42
_3096_,3.42
_3125_,3.42
_3194_,3.42
_3556_,3.42
_3665_,3.42
_3741_,3.42
_3752_,3.42
_3756_,3.42
_2488_,3.405
_2316_,3.32
_3296_,3.32
_1034_,3.3
_2392_,3.3
_2566_,3.3
_3545_,3.295
_0217_,3.28
_0086_,3.22
_1606_,3.22
_2552_,3.22
_3242_,3.22
_1378_,3.195
_2269_,3.18
_2416_,3.18
_2480_,3.18
_2905_,3.18
_3731_,3.18
_0082_,3.1
_0198_,3.1
_0601_,3.1
_0637_,3.1
_0988_,3.1
_1095_,3.1
_1219_,3.1
_1308_,3.1
_1377_,3.1
_1827_,3.1
_2124_,3.1
_2147_,3.1
_2442_,3.1
_2571_,3.1
_2596_,3.1
_2661_,3.1
_2813_,3.1
_3022_,3.1
_3034_,3.1
_3077_,3.1
_3676_,3.1
_0028_,3.08
_0523_,3.08
_0772_,3.08
_0930_,3.08
_1098_,3.08
_1674_,3.08
_2879_,3.08
_2884_,3.08
_2906_,3.08
_2942_,3.08
_3178_,3.08
_3479_,3.08
_3596_,3.08
_3718_,3.08
_1218_,2.98
_2956_,2.98
_3068_,2.98
_3184_,2.98
_3189_,2.98
_0020_,2.96
_0088_,2.96
_0497_,2.96
_0751_,2.96
_0851_,2.96
_1174_,2.96
_1383_,2.96
_1706_,2.96
_2304_,2.96
_2355_,2.96
_2762_,2.96
_2946_,2.96
_2986_,2.96
_3106_,2.96
_3205_,2.96
_3213_,2.96
_3734_,2.96
_3214_,2.86
_1714_,2.84
_3233_,2.805
_0172_,2.76
_0298_,2.76
_0451_,2.76
_1221_,2.76
_1231_,2.76
_3506_,2.76
_2103_,2.72
_2981_,2.72
_3525_,2.72
_0372_,2.64
_0516_,2.64
_0711_,2.64
_0956_,2.64
_1216_,2.64
_1277_,2.64
_1688_,2.64
_2143_,2.64
_2196_,2.64
_2310_,2.64
_2511_,2.64
_2585_,2.64
_2733_,2.64
_2865_,2.64
_2917_,2.64
_3155_,2.64
_3182_,2.64
_3514_,2.64
_0004_,2.62
_0269_,2.62
_0838_,2.62
_0989_,2.62
_1362_,2.62
_2492_,2.62
_2631_,2.62
_2732_,2.62
_3137_,2.62
_3235_,2.62
_3372_,2.62
_3400_,2.62
_3473_,2.62
_3562_,2.62
_3601_,2.62
_3648_,2.62
net104,2.62
net123,2.62
_0289_,2.52
_0417_,2.52
_1991_,2.52
_2912_,2.52
_3123_,2.52
_3705_,2.52
_0550_,2.5
_0827_,2.5
_0840_,2.5
_0849_,2.5
_1073_,2.5
_1227_,2.5
_1280_,2.5
_1350_,2.5
_1601_,2.5
_1891_,2.5
_1892_,2.5
_1994_,2.5
_2028_,2.5
_2088_,2.5
_2159_,2.5
_2180_,2.5
_2894_,2.5
_3003_,2.5
_3076_,2.5
_3100_,2.5
_3472_,2.5
_3586_,2.5
_3678_,2.5
_3775_,2.5
_0600_,2.4
_0974_,2.3
_1243_,2.3
_1256_,2.3
_1284_,2.3
_1465_,2.3
_1553_,2.3
_1580_,2.3
_1733_,2.3
_1858_,2.3
_2002_,2.3
_2271_,2.3
_2418_,2.3
_2523_,2.3
_2742_,2.3
_2874_,2.3
_2961_,2.3
_3133_,2.3
_3173_,2.3
_3439_,2.3
_3591_,2.3
_0962_,2.28
_1354_,2.28
_1506_,2.28
_3073_,2.28
_3727_,2.28
_0103_,2.18
_0544_,2.18
_0597_,2.18
_0604_,2.18
_0640_,2.18
_1147_,2.18
_1229_,2.18
_1253_,2.18
_1520_,2.18
_3131_,2.18
_3144_,2.18
_3153_,2.18
_3180_,2.18
_3181_,2.18
_3401_,2.18
_3642_,2.18
_3652_,2.18
_3818_,2.18
_0000_,2.16
_0037_,2.16
_0411_,2.16
_0615_,2.16
_0657_,2.16
_0744_,2.16
_1010_,2.16
_1105_,2.16
_1286_,2.16
_1505_,2.16
_1826_,2.16
_2108_,2.16
_2226_,2.16
_2396_,2.16
_2647_,2.16
_2680_,2.16
_2720_,2.16
_3124_,2.16
_3129_,2.16
_3175_,2.16
_3368_,2.16
_3419_,2.16
_3420_,2.16
_3507_,2.16
_3726_,2.16
net111,2.16
net112,2.16
_1836_,2.09
_0633_,2.06
_0665_,2.06
_1389_,2.06
_1420_,2.06
_1776_,2.06
_2244_,2.06
_2723_,2.06
_2753_,2.06
_2790_,2.06
_3199_,2.06
_3465_,2.06
_0235_,2.055
_0178_,2.04
_0188_,2.04
_0271_,2.04
_0460_,2.04
_0493_,2.04
_0504_,2.04
_0731_,2.04
_1458_,2.04
_1540_,2.04
_1600_,2.04
_1693_,2.04
_1774_,2.04
_1964_,2.04
_2015_,2.04
_2370_,2.04
_2588_,2.04
_2662_,2.04
_2691_,2.04
_2706_,2.04
_2841_,2.04
_2873_,2.04
_2886_,2.04
_2908_,2.04
_2934_,2.04
_3462_,2.04
_3582_,2.04
_3594_,2.04
_3803_,2.04
net110,2.04
_0654_,1.94
_0134_,1.84
_0216_,1.84
_0281_,1.84
_0724_,1.84
_1528_,1.84
_1762_,1.84
_1995_,1.84
_2491_,1.84
_2708_,1.84
_2785_,1.84
_2927_,1.84
_2994_,1.84
_3499_,1.84
_3750_,1.84
net131,1.84
_0587_,1.82
_2797_,1.82
_3082_,1.82
_3618_,1.82
net122,1.82
_0952_,1.73
_0005_,1.72
_0099_,1.72
_1410_,1.72
_1883_,1.72
_2479_,1.72
_2709_,1.72
_2736_,1.72
_2737_,1.72
_3157_,1.72
_3659_,1.72
_3669_,1.72
_0625_,1.7
_0719_,1.7
_1039_,1.7
_1382_,1.7
_1652_,1.7
_1822_,1.7
_2928_,1.7
_2976_,1.7
_3084_,1.7
_3264_,1.7
_3402_,1.7
_3502_,1.7
_3640_,1.7
_3664_,1.7
_3688_,1.7
_3771_,1.7
net105,1.7
net147,1.7
_0784_,1.65
_3250_,1.6
_0589_,1.56
_1981_,1.48
_2670_,1.48
_2682_,1.48
_0051_,1.38
_0085_,1.38
_0177_,1.38
_0212_,1.38
_0274_,1.38
_0400_,1.38
_0436_,1.38
_0541_,1.38
_1081_,1.38
_1123_,1.38
_1210_,1.38
_2029_,1.38
_2152_,1.38
_2265_,1.38
_2701_,1.38
_2891_,1.38
_2967_,1.38
_3245_,1.38
_3547_,1.38
_3071_,1.36
_3572_,1.36
_3729_,1.36
_0023_,1.26
_0112_,1.26
_1246_,1.26
_1811_,1.26
_3028_,1.26
_3148_,1.26
_3561_,1.26
_2807_,1.14
net136,1.14
net141,1.14
_3292_,1.1
_0959_,1.02
_0410_,0.92
_0611_,0.92
_0979_,0.92
_1326_,0.92
_1678_,0.92
_1999_,0.92
_2001_,0.92
_2040_,0.92
_2308_,0.92
net120,0.92
net138,0.85
_0027_,0.8
_1357_,0.8
_2630_,0.8
_0275_,0.46
_0293_,0.46
_0415_,0.46
_0969_,0.46
_1371_,0.46
_1814_,0.46
_1862_,0.46
_2489_,0.46
_2675_,0.46
_2864_,0.46
_3171_,0.46
_3367_,0.46
_3409_,0.46
_3656_,0.46
